longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity,concatenated_position,position_hash
-115.56,32.8,15.0,1171.0,328.0,1024.0,298.0,1.3882,69400.0,INLAND,-115.56_32.8,1871410438
-118.31,34.22,27.0,7714.0,1132.0,3199.0,1100.0,7.1262,446200.0,<1H OCEAN,-118.31_34.22,3664485282
-122.57,39.9,15.0,3873.0,810.0,1697.0,627.0,2.4555,55600.0,INLAND,-122.57_39.9,1356050206
-122.29,37.87,52.0,895.0,198.0,386.0,204.0,3.875,182600.0,NEAR BAY,-122.29_37.87,870223992
-118.45,34.0,48.0,1923.0,408.0,1142.0,433.0,4.575,326700.0,<1H OCEAN,-118.45_34.0,3027312587
-121.99,37.3,28.0,4863.0,901.0,2110.0,868.0,5.1483,342000.0,<1H OCEAN,-121.99_37.3,2126470347
-117.79,34.02,5.0,18690.0,2862.0,9427.0,2777.0,6.4266,315600.0,<1H OCEAN,-117.79_34.02,2935218736
-121.51,38.52,30.0,3236.0,588.0,1167.0,569.0,4.0972,181400.0,INLAND,-121.51_38.52,2086991505
-118.34,34.03,49.0,1295.0,276.0,765.0,265.0,3.4306,130200.0,<1H OCEAN,-118.34_34.03,3445810705
-118.36,34.07,40.0,1821.0,447.0,777.0,441.0,2.3375,355200.0,<1H OCEAN,-118.36_34.07,1569731361
-122.03,37.3,22.0,3583.0,758.0,1792.0,695.0,5.4842,335300.0,<1H OCEAN,-122.03_37.3,1932592827
-119.55,34.38,17.0,1951.0,368.0,681.0,350.0,2.7275,500001.0,<1H OCEAN,-119.55_34.38,4266067287
-119.22,34.28,33.0,2467.0,377.0,1052.0,363.0,4.7333,257500.0,NEAR OCEAN,-119.22_34.28,675152769
-118.36,33.85,34.0,1086.0,197.0,509.0,158.0,6.1133,349300.0,<1H OCEAN,-118.36_33.85,3868254396
-121.74,37.95,5.0,4980.0,774.0,2399.0,763.0,5.7104,186300.0,INLAND,-121.74_37.95,113972402
-120.46,38.09,16.0,3758.0,715.0,1777.0,615.0,3.0,122600.0,INLAND,-120.46_38.09,1880002162
-118.21,33.93,39.0,354.0,73.0,184.0,58.0,2.7679,108900.0,<1H OCEAN,-118.21_33.93,535120600
-122.3,37.81,52.0,572.0,109.0,274.0,82.0,1.8516,85000.0,NEAR BAY,-122.3_37.81,254710296
-118.27,34.01,47.0,921.0,264.0,881.0,221.0,1.4327,114100.0,<1H OCEAN,-118.27_34.01,3727596862
-119.72,36.8,16.0,2396.0,526.0,1338.0,518.0,2.1653,78800.0,INLAND,-119.72_36.8,2193128945
-122.27,37.84,52.0,1503.0,298.0,690.0,275.0,2.6033,162900.0,NEAR BAY,-122.27_37.84,4209556127
-118.26,33.85,24.0,9071.0,1335.0,4558.0,1327.0,5.542,197500.0,<1H OCEAN,-118.26_33.85,708501538
-121.92,38.34,2.0,7747.0,1133.0,3481.0,1083.0,6.1112,181000.0,INLAND,-121.92_38.34,2770009072
-117.05,32.97,17.0,9911.0,1436.0,4763.0,1414.0,5.5882,194300.0,<1H OCEAN,-117.05_32.97,3881144647
-117.4,33.94,42.0,943.0,171.0,466.0,203.0,3.1458,116000.0,INLAND,-117.4_33.94,2369388611
-120.91,37.57,26.0,3396.0,705.0,2446.0,694.0,2.0521,65400.0,INLAND,-120.91_37.57,3959450681
-119.73,36.77,24.0,4410.0,939.0,2362.0,862.0,2.9406,73000.0,INLAND,-119.73_36.77,2171086606
-118.12,33.89,29.0,2666.0,848.0,2030.0,781.0,2.5432,180900.0,<1H OCEAN,-118.12_33.89,1498189817
-121.08,38.95,18.0,1931.0,380.0,1271.0,377.0,2.7463,156100.0,INLAND,-121.08_38.95,2479712137
-118.35,34.17,42.0,1604.0,326.0,814.0,329.0,4.4408,216000.0,<1H OCEAN,-118.35_34.17,1969428733
-117.71,33.6,25.0,3011.0,714.0,893.0,654.0,2.3387,74800.0,<1H OCEAN,-117.71_33.6,765279009
-118.31,33.77,20.0,5776.0,956.0,2757.0,936.0,6.6447,416800.0,<1H OCEAN,-118.31_33.77,1252107217
-122.27,37.55,16.0,4789.0,816.0,1840.0,763.0,6.7474,338200.0,NEAR BAY,-122.27_37.55,943846468
-120.99,37.67,16.0,568.0,124.0,307.0,116.0,2.1518,107400.0,INLAND,-120.99_37.67,4106383773
-122.22,37.81,52.0,2024.0,339.0,756.0,340.0,4.072,270100.0,NEAR BAY,-122.22_37.81,3636093367
-121.06,37.73,5.0,2256.0,420.0,1246.0,397.0,4.9236,155900.0,INLAND,-121.06_37.73,3966862393
-121.92,36.62,52.0,2584.0,599.0,790.0,444.0,2.5263,286400.0,NEAR OCEAN,-121.92_36.62,3520191923
-117.07,32.69,20.0,2192.0,406.0,1766.0,393.0,4.0921,135000.0,NEAR OCEAN,-117.07_32.69,283816358
-117.92,33.87,33.0,1597.0,,1888.0,423.0,3.055,157800.0,<1H OCEAN,-117.92_33.87,2619007686
-118.26,34.09,36.0,3503.0,833.0,2652.0,788.0,3.8448,241400.0,<1H OCEAN,-118.26_34.09,1988239032
-117.98,34.09,31.0,3073.0,617.0,2640.0,594.0,3.5,161300.0,INLAND,-117.98_34.09,2329682494
-118.3,34.08,34.0,2501.0,1047.0,3326.0,970.0,1.8771,247500.0,<1H OCEAN,-118.3_34.08,3532078791
-118.43,33.96,13.0,1860.0,345.0,800.0,355.0,5.8864,500001.0,<1H OCEAN,-118.43_33.96,1048553209
-122.46,37.73,52.0,2857.0,469.0,1431.0,496.0,5.2088,344200.0,NEAR BAY,-122.46_37.73,2198614464
-117.98,33.98,27.0,2275.0,346.0,1039.0,333.0,6.2217,333500.0,<1H OCEAN,-117.98_33.98,2983104856
-121.97,37.4,17.0,2937.0,558.0,1662.0,533.0,5.8792,255500.0,<1H OCEAN,-121.97_37.4,3671173144
-122.16,39.74,20.0,707.0,126.0,337.0,125.0,3.0469,85000.0,INLAND,-122.16_39.74,3042434356
-118.39,34.05,42.0,3105.0,559.0,1253.0,531.0,5.222,500001.0,<1H OCEAN,-118.39_34.05,1171661540
-121.45,38.61,46.0,1758.0,511.0,1094.0,484.0,1.0685,70000.0,INLAND,-121.45_38.61,4138061925
-121.96,37.31,31.0,3890.0,711.0,1898.0,717.0,5.2534,290900.0,<1H OCEAN,-121.96_37.31,2036087610
-117.7,33.65,16.0,3388.0,492.0,1249.0,463.0,6.1863,355600.0,<1H OCEAN,-117.7_33.65,1280128647
-116.96,33.73,20.0,4735.0,973.0,2306.0,904.0,3.069,87000.0,INLAND,-116.96_33.73,123893053
-122.57,38.58,18.0,2083.0,506.0,926.0,487.0,1.9925,225000.0,INLAND,-122.57_38.58,341217718
-117.88,33.72,38.0,1421.0,300.0,1236.0,263.0,3.9844,165300.0,<1H OCEAN,-117.88_33.72,53630294
-118.14,34.15,41.0,1256.0,407.0,855.0,383.0,1.9923,500001.0,<1H OCEAN,-118.14_34.15,2134865176
-118.47,34.1,32.0,8041.0,1141.0,2768.0,1106.0,11.1978,500001.0,<1H OCEAN,-118.47_34.1,2394852950
-118.17,33.9,12.0,3653.0,993.0,3215.0,854.0,2.8681,114200.0,<1H OCEAN,-118.17_33.9,3608297286
-120.99,37.66,39.0,1748.0,329.0,831.0,302.0,2.5938,135600.0,INLAND,-120.99_37.66,2210742539
-116.83,32.83,6.0,3123.0,495.0,1513.0,480.0,5.4288,167800.0,<1H OCEAN,-116.83_32.83,2798920110
-118.11,33.94,32.0,2098.0,378.0,1036.0,385.0,5.0258,255400.0,<1H OCEAN,-118.11_33.94,252631192
-117.9,33.66,22.0,3568.0,938.0,1952.0,938.0,3.1667,161000.0,<1H OCEAN,-117.9_33.66,2239437920
-122.01,37.36,21.0,2483.0,396.0,1194.0,424.0,7.1273,346300.0,<1H OCEAN,-122.01_37.36,3605475391
-118.55,34.24,21.0,5751.0,1082.0,2230.0,1016.0,4.3458,407500.0,<1H OCEAN,-118.55_34.24,19403523
-118.3,33.95,35.0,1182.0,305.0,977.0,283.0,1.5898,94000.0,<1H OCEAN,-118.3_33.95,3760439690
-118.13,34.68,28.0,718.0,124.0,347.0,121.0,4.025,102600.0,INLAND,-118.13_34.68,2338890220
-118.35,33.88,44.0,822.0,180.0,480.0,177.0,4.4,225800.0,<1H OCEAN,-118.35_33.88,2848556700
-122.0,37.28,32.0,2782.0,495.0,1092.0,455.0,5.4103,335900.0,<1H OCEAN,-122.0_37.28,3187005611
-118.03,34.16,36.0,1640.0,239.0,693.0,253.0,6.6888,500001.0,INLAND,-118.03_34.16,4013628082
-118.14,34.09,28.0,4164.0,1127.0,2934.0,1014.0,2.7483,218800.0,<1H OCEAN,-118.14_34.09,1871841394
-122.33,40.47,30.0,2502.0,523.0,1296.0,481.0,2.125,66100.0,INLAND,-122.33_40.47,3628491789
-118.23,33.9,34.0,2462.0,553.0,2334.0,502.0,1.641,96800.0,<1H OCEAN,-118.23_33.9,2104190925
-117.89,34.01,23.0,4535.0,955.0,3881.0,930.0,3.6275,154100.0,<1H OCEAN,-117.89_34.01,4007305510
-122.64,38.24,40.0,1974.0,410.0,1039.0,398.0,3.7917,151600.0,<1H OCEAN,-122.64_38.24,3989198372
-117.2,33.72,8.0,5528.0,1073.0,1674.0,918.0,2.5335,110100.0,<1H OCEAN,-117.2_33.72,2567617986
-119.05,34.24,24.0,4341.0,646.0,1929.0,703.0,5.4298,279600.0,<1H OCEAN,-119.05_34.24,2785703513
-123.19,39.21,22.0,1542.0,291.0,821.0,285.0,3.5917,118800.0,<1H OCEAN,-123.19_39.21,2713765417
-118.38,33.86,12.0,4235.0,735.0,1798.0,683.0,6.4242,365500.0,<1H OCEAN,-118.38_33.86,799459931
-122.0,37.4,17.0,5121.0,1017.0,1470.0,968.0,2.9706,81300.0,<1H OCEAN,-122.0_37.4,2921554651
-118.13,34.15,28.0,1119.0,334.0,739.0,323.0,2.5903,125000.0,<1H OCEAN,-118.13_34.15,3130542998
-121.95,37.35,52.0,2382.0,523.0,1096.0,492.0,4.2656,236100.0,<1H OCEAN,-121.95_37.35,1339680190
-122.4,37.61,35.0,2084.0,549.0,1077.0,545.0,3.1628,318400.0,NEAR OCEAN,-122.4_37.61,1409974552
-118.46,34.05,21.0,3639.0,1002.0,1489.0,983.0,4.6197,387500.0,<1H OCEAN,-118.46_34.05,3109772052
-122.56,37.92,37.0,1926.0,290.0,721.0,298.0,8.9248,500001.0,NEAR BAY,-122.56_37.92,2787257414
-117.22,34.44,5.0,4787.0,910.0,1944.0,806.0,2.6576,98500.0,INLAND,-117.22_34.44,1763432607
-122.01,38.35,18.0,4486.0,723.0,1600.0,697.0,3.8651,189700.0,INLAND,-122.01_38.35,395145683
-118.55,34.41,8.0,21086.0,3945.0,9936.0,3790.0,5.8602,265100.0,<1H OCEAN,-118.55_34.41,655900682
-119.47,35.4,32.0,2167.0,421.0,1301.0,394.0,1.9718,69800.0,INLAND,-119.47_35.4,3899458733
-118.06,34.13,28.0,12139.0,2873.0,5359.0,2731.0,3.292,227300.0,INLAND,-118.06_34.13,3446260122
-119.02,35.34,34.0,2861.0,510.0,1375.0,486.0,3.4286,71400.0,INLAND,-119.02_35.34,3255443187
-118.15,34.04,39.0,1099.0,263.0,787.0,269.0,3.7794,194600.0,<1H OCEAN,-118.15_34.04,3075768187
-118.25,34.15,20.0,3960.0,1027.0,1729.0,978.0,3.0441,193800.0,<1H OCEAN,-118.25_34.15,1472690511
-117.19,34.03,25.0,2513.0,340.0,900.0,320.0,6.4962,182400.0,INLAND,-117.19_34.03,530307873
-119.81,36.8,29.0,2806.0,552.0,1242.0,540.0,3.5958,88800.0,INLAND,-119.81_36.8,4066672566
-118.3,33.98,44.0,1242.0,270.0,811.0,274.0,2.9375,95200.0,<1H OCEAN,-118.3_33.98,2660416823
-122.2,37.78,45.0,1766.0,332.0,869.0,327.0,4.5893,163500.0,NEAR BAY,-122.2_37.78,1461534151
-118.26,34.16,18.0,1775.0,525.0,950.0,522.0,3.5417,177100.0,<1H OCEAN,-118.26_34.16,4280693352
-116.94,32.85,31.0,1293.0,232.0,599.0,228.0,4.7578,161000.0,<1H OCEAN,-116.94_32.85,1186642571
-119.69,34.43,30.0,1273.0,343.0,1082.0,325.0,2.5104,228100.0,<1H OCEAN,-119.69_34.43,1878730639
-120.44,34.94,29.0,1877.0,516.0,1634.0,492.0,1.6875,122700.0,<1H OCEAN,-120.44_34.94,37021463
-118.38,34.22,32.0,362.0,100.0,348.0,102.0,2.2679,150000.0,<1H OCEAN,-118.38_34.22,1341382257
-122.43,37.71,24.0,4299.0,857.0,2249.0,788.0,4.6098,290400.0,NEAR BAY,-122.43_37.71,1060798283
-118.33,34.09,30.0,1679.0,682.0,1445.0,579.0,2.1403,200000.0,<1H OCEAN,-118.33_34.09,3893375361
-119.76,34.44,28.0,1985.0,582.0,1092.0,548.0,2.4701,290900.0,NEAR OCEAN,-119.76_34.44,3414016603
-119.77,36.86,7.0,4139.0,544.0,1843.0,562.0,8.2737,193500.0,INLAND,-119.77_36.86,2243440452
-119.73,34.35,20.0,1648.0,319.0,905.0,307.0,4.375,335200.0,NEAR OCEAN,-119.73_34.35,2701347757
-122.51,37.76,43.0,2345.0,624.0,1439.0,614.0,2.8448,268900.0,NEAR OCEAN,-122.51_37.76,4201380703
-121.42,38.61,34.0,1126.0,256.0,589.0,243.0,2.1776,84400.0,INLAND,-121.42_38.61,855830251
-121.04,39.08,8.0,2870.0,526.0,1307.0,451.0,3.463,201700.0,INLAND,-121.04_39.08,1134734700
-117.75,34.08,33.0,1067.0,194.0,600.0,201.0,4.0368,139100.0,INLAND,-117.75_34.08,2307285338
-117.46,33.9,10.0,9738.0,2130.0,4936.0,1840.0,3.3187,144800.0,INLAND,-117.46_33.9,2446265493
-122.61,38.24,18.0,2933.0,481.0,1279.0,443.0,5.0849,188500.0,<1H OCEAN,-122.61_38.24,3221125507
-122.27,37.82,21.0,896.0,453.0,735.0,438.0,0.9218,171900.0,NEAR BAY,-122.27_37.82,327884714
-118.0,34.16,52.0,1354.0,227.0,531.0,206.0,4.8059,270600.0,INLAND,-118.0_34.16,499922972
-122.08,37.96,21.0,9135.0,1534.0,3748.0,1502.0,6.0859,266000.0,NEAR BAY,-122.08_37.96,3113262438
-118.33,33.98,30.0,3112.0,931.0,2739.0,841.0,1.6531,118500.0,<1H OCEAN,-118.33_33.98,3540157159
-118.44,35.75,23.0,3166.0,700.0,1097.0,493.0,2.6288,96000.0,INLAND,-118.44_35.75,3644439455
-122.26,37.84,50.0,2239.0,455.0,990.0,419.0,1.9911,158700.0,NEAR BAY,-122.26_37.84,1553969451
-122.18,37.75,43.0,1036.0,233.0,652.0,213.0,2.069,84600.0,NEAR BAY,-122.18_37.75,1924194764
-124.09,40.95,18.0,2250.0,484.0,1248.0,472.0,2.5893,99600.0,NEAR OCEAN,-124.09_40.95,2751943558
-118.3,33.96,39.0,2802.0,618.0,1524.0,529.0,2.6518,136300.0,<1H OCEAN,-118.3_33.96,2032832560
-118.4,33.92,32.0,2828.0,629.0,1313.0,534.0,4.5987,363800.0,<1H OCEAN,-118.4_33.92,3152046759
-119.47,35.13,44.0,4599.0,877.0,2140.0,831.0,2.9952,63800.0,INLAND,-119.47_35.13,3089811599
-118.14,34.05,25.0,5478.0,1136.0,3062.0,1096.0,3.4118,341100.0,<1H OCEAN,-118.14_34.05,1713652825
-118.86,34.19,26.0,3135.0,480.0,1474.0,458.0,6.1949,243500.0,<1H OCEAN,-118.86_34.19,4267258673
-119.32,36.22,5.0,2319.0,438.0,1283.0,423.0,3.6343,95400.0,INLAND,-119.32_36.22,2923963018
-117.81,33.76,32.0,2053.0,339.0,835.0,323.0,5.5654,281800.0,<1H OCEAN,-117.81_33.76,2445792412
-116.95,32.81,15.0,2619.0,599.0,1513.0,537.0,2.543,100000.0,<1H OCEAN,-116.95_32.81,3886052646
-118.99,35.38,30.0,1390.0,361.0,1116.0,298.0,1.3451,57500.0,INLAND,-118.99_35.38,959870519
-118.39,34.18,44.0,477.0,91.0,220.0,112.0,3.3906,223800.0,<1H OCEAN,-118.39_34.18,578580248
-117.75,34.12,25.0,5411.0,998.0,2243.0,1019.0,4.3148,240700.0,INLAND,-117.75_34.12,1883814149
-116.98,32.71,18.0,2355.0,444.0,1277.0,433.0,3.4551,121400.0,<1H OCEAN,-116.98_32.71,32442409
-119.23,35.74,16.0,2275.0,659.0,1914.0,614.0,2.033,68400.0,INLAND,-119.23_35.74,1110759230
-121.44,38.64,18.0,1756.0,442.0,837.0,320.0,1.125,70500.0,INLAND,-121.44_38.64,548941662
-121.07,39.22,52.0,2432.0,495.0,928.0,435.0,2.425,121100.0,INLAND,-121.07_39.22,2695445613
-119.85,36.82,9.0,3995.0,778.0,1691.0,712.0,3.3239,91300.0,INLAND,-119.85_36.82,3429558488
-117.92,34.07,38.0,175.0,22.0,129.0,20.0,9.7066,182500.0,<1H OCEAN,-117.92_34.07,3373551735
-117.96,33.81,35.0,1153.0,192.0,884.0,208.0,5.2384,177400.0,<1H OCEAN,-117.96_33.81,2167825376
-117.15,32.75,27.0,3166.0,867.0,1332.0,817.0,2.6742,171400.0,NEAR OCEAN,-117.15_32.75,1534254459
-118.39,34.08,52.0,3759.0,464.0,1407.0,422.0,15.0001,500001.0,<1H OCEAN,-118.39_34.08,996630105
-121.93,36.62,34.0,2351.0,,1063.0,428.0,3.725,278000.0,NEAR OCEAN,-121.93_36.62,2007422471
-122.31,38.3,25.0,3883.0,740.0,1641.0,676.0,3.9,187300.0,NEAR BAY,-122.31_38.3,72219152
-117.6,33.86,23.0,2949.0,473.0,1671.0,477.0,5.195,161000.0,INLAND,-117.6_33.86,3987751175
-119.72,34.47,34.0,3262.0,533.0,1265.0,502.0,5.8411,381800.0,<1H OCEAN,-119.72_34.47,2788931570
-122.44,37.8,52.0,1006.0,291.0,445.0,257.0,2.7717,500000.0,NEAR BAY,-122.44_37.8,229231512
-120.93,38.77,9.0,2229.0,355.0,788.0,341.0,5.5111,196300.0,INLAND,-120.93_38.77,298454980
-122.27,37.74,28.0,6909.0,1554.0,2974.0,1484.0,3.6875,353900.0,NEAR BAY,-122.27_37.74,2104534608
-117.68,35.55,9.0,3811.0,605.0,1518.0,568.0,5.5551,142500.0,INLAND,-117.68_35.55,2676092825
-118.1,33.74,31.0,1310.0,342.0,563.0,310.0,4.6528,457100.0,NEAR OCEAN,-118.1_33.74,2654522811
-118.31,34.17,24.0,2910.0,917.0,2522.0,873.0,2.4074,219400.0,<1H OCEAN,-118.31_34.17,2167160046
-117.16,32.91,5.0,1619.0,272.0,1063.0,296.0,6.0891,214600.0,<1H OCEAN,-117.16_32.91,4084477553
-122.46,37.72,39.0,2254.0,,1388.0,404.0,2.9688,232000.0,NEAR OCEAN,-122.46_37.72,4094361942
-117.92,33.83,36.0,1072.0,193.0,639.0,196.0,5.0275,179300.0,<1H OCEAN,-117.92_33.83,2608277215
-117.59,34.03,16.0,3443.0,562.0,2130.0,564.0,5.0769,161400.0,INLAND,-117.59_34.03,2614220251
-117.25,32.94,15.0,1804.0,339.0,673.0,296.0,5.9806,370500.0,NEAR OCEAN,-117.25_32.94,1014613888
-119.19,35.64,29.0,1476.0,220.0,902.0,205.0,2.6726,83300.0,INLAND,-119.19_35.64,1909505746
-120.76,38.76,21.0,3509.0,606.0,1576.0,564.0,2.6392,148500.0,INLAND,-120.76_38.76,561971911
-117.38,33.19,35.0,928.0,264.0,538.0,248.0,2.4583,197900.0,NEAR OCEAN,-117.38_33.19,2681222926
-122.29,37.84,35.0,1872.0,419.0,1017.0,414.0,2.2106,132500.0,NEAR BAY,-122.29_37.84,2866266562
-119.71,34.43,48.0,2408.0,536.0,1005.0,497.0,3.5213,458600.0,<1H OCEAN,-119.71_34.43,2428397942
-118.09,33.89,27.0,3399.0,882.0,2465.0,811.0,3.099,166600.0,<1H OCEAN,-118.09_33.89,2548161437
-122.01,39.74,20.0,2332.0,518.0,1856.0,495.0,2.1746,58700.0,INLAND,-122.01_39.74,3160072996
-117.19,34.06,37.0,1467.0,348.0,1316.0,339.0,1.448,72800.0,INLAND,-117.19_34.06,1878077358
-118.58,34.19,15.0,3061.0,1079.0,2173.0,1078.0,2.85,187500.0,<1H OCEAN,-118.58_34.19,895704509
-122.41,37.81,25.0,1178.0,545.0,592.0,441.0,3.6728,500001.0,NEAR BAY,-122.41_37.81,792556205
-121.89,37.21,14.0,5636.0,697.0,2281.0,680.0,8.4262,459200.0,<1H OCEAN,-121.89_37.21,1520794124
-121.32,38.54,13.0,4715.0,1090.0,2420.0,1059.0,2.9693,104400.0,INLAND,-121.32_38.54,1652572350
-118.02,33.86,26.0,2342.0,383.0,1290.0,394.0,5.6677,220700.0,<1H OCEAN,-118.02_33.86,89756406
-121.85,39.72,18.0,7272.0,1559.0,5022.0,1524.0,1.6911,98800.0,INLAND,-121.85_39.72,2577711796
-121.27,37.98,43.0,1005.0,200.0,492.0,172.0,2.6812,72800.0,INLAND,-121.27_37.98,24280310
-117.84,33.89,19.0,3544.0,542.0,1787.0,560.0,6.7837,264300.0,<1H OCEAN,-117.84_33.89,3570989669
-123.01,38.8,21.0,360.0,96.0,131.0,74.0,3.5156,133300.0,<1H OCEAN,-123.01_38.8,3037474118
-118.25,34.15,32.0,1377.0,444.0,768.0,422.0,2.2621,187500.0,<1H OCEAN,-118.25_34.15,1472690511
-118.08,33.82,30.0,2636.0,652.0,3412.0,649.0,2.8095,118300.0,<1H OCEAN,-118.08_33.82,2789476769
-118.31,33.98,50.0,1985.0,454.0,1090.0,410.0,1.825,106600.0,<1H OCEAN,-118.31_33.98,1151177678
-120.14,34.59,9.0,2536.0,499.0,832.0,385.0,2.5743,309800.0,NEAR OCEAN,-120.14_34.59,2563824322
-118.09,33.89,42.0,1150.0,215.0,708.0,204.0,3.6875,171500.0,<1H OCEAN,-118.09_33.89,2548161437
-121.29,38.9,45.0,2019.0,394.0,1104.0,407.0,3.1691,108700.0,INLAND,-121.29_38.9,2536613394
-117.34,34.16,31.0,1606.0,354.0,1049.0,335.0,2.1935,72700.0,INLAND,-117.34_34.16,1427667026
-121.28,37.9,28.0,371.0,71.0,171.0,70.0,0.9614,55700.0,INLAND,-121.28_37.9,1462841994
-118.03,34.05,36.0,1345.0,331.0,1511.0,309.0,3.5129,142300.0,<1H OCEAN,-118.03_34.05,1864989257
-122.47,37.71,42.0,1961.0,427.0,1211.0,409.0,3.5156,239400.0,NEAR OCEAN,-122.47_37.71,3413465944
-118.27,34.05,37.0,350.0,245.0,1122.0,248.0,2.7634,137500.0,<1H OCEAN,-118.27_34.05,3645069607
-122.43,37.79,52.0,3565.0,892.0,1377.0,852.0,3.8068,500001.0,NEAR BAY,-122.43_37.79,836892537
-119.12,35.41,12.0,5589.0,941.0,3018.0,917.0,4.4561,96900.0,INLAND,-119.12_35.41,831224869
-117.67,34.09,17.0,4418.0,1256.0,2417.0,1094.0,2.7266,101000.0,INLAND,-117.67_34.09,2780053627
-121.01,37.37,41.0,1045.0,233.0,632.0,230.0,2.3583,95000.0,INLAND,-121.01_37.37,1255652266
-121.42,38.63,42.0,2217.0,536.0,1203.0,507.0,1.9412,73100.0,INLAND,-121.42_38.63,3708587975
-121.68,37.93,44.0,1014.0,225.0,704.0,238.0,1.6554,119400.0,INLAND,-121.68_37.93,3835878253
-117.88,33.85,18.0,2705.0,713.0,2726.0,674.0,2.7759,200000.0,<1H OCEAN,-117.88_33.85,449764410
-118.34,34.06,52.0,2069.0,417.0,826.0,377.0,3.5481,396000.0,<1H OCEAN,-118.34_34.06,3171422878
-119.23,36.39,39.0,1660.0,349.0,1061.0,306.0,1.4812,53500.0,INLAND,-119.23_36.39,1247592809
-118.3,34.05,39.0,993.0,506.0,1765.0,464.0,1.2786,121900.0,<1H OCEAN,-118.3_34.05,2889237114
-117.06,32.76,36.0,2785.0,577.0,1275.0,527.0,2.3015,156800.0,NEAR OCEAN,-117.06_32.76,1060738754
-117.07,32.71,36.0,2448.0,475.0,1268.0,450.0,2.5682,109100.0,NEAR OCEAN,-117.07_32.71,120195285
-117.69,33.61,16.0,3010.0,580.0,1649.0,538.0,4.0221,236200.0,<1H OCEAN,-117.69_33.61,819801131
-117.03,32.78,17.0,5481.0,1618.0,2957.0,1537.0,2.5707,171300.0,<1H OCEAN,-117.03_32.78,2327417954
-123.43,40.22,20.0,133.0,35.0,87.0,37.0,3.625,67500.0,INLAND,-123.43_40.22,460412195
-122.1,37.67,34.0,3659.0,897.0,2479.0,903.0,2.9564,150500.0,NEAR BAY,-122.1_37.67,4015065994
-117.77,33.53,46.0,1033.0,223.0,462.0,224.0,3.2708,384700.0,<1H OCEAN,-117.77_33.53,1768645895
-118.09,33.92,33.0,879.0,181.0,547.0,169.0,5.3146,168600.0,<1H OCEAN,-118.09_33.92,422064980
-118.0,33.77,28.0,2401.0,503.0,1155.0,456.0,3.5139,211700.0,<1H OCEAN,-118.0_33.77,2705758133
-122.03,37.05,12.0,2010.0,422.0,784.0,407.0,3.9728,190900.0,NEAR OCEAN,-122.03_37.05,4082901871
-122.02,37.33,25.0,3823.0,584.0,1689.0,571.0,7.3693,373600.0,<1H OCEAN,-122.02_37.33,2540035629
-120.98,37.79,20.0,2458.0,491.0,1227.0,481.0,2.7857,110900.0,INLAND,-120.98_37.79,2887149167
-122.49,37.85,38.0,240.0,29.0,63.0,34.0,12.2547,500001.0,NEAR BAY,-122.49_37.85,465565907
-117.92,33.87,36.0,1125.0,285.0,966.0,257.0,2.8438,162500.0,<1H OCEAN,-117.92_33.87,2619007686
-121.46,39.54,14.0,5549.0,1000.0,1822.0,919.0,2.9562,142300.0,INLAND,-121.46_39.54,615910097
-118.14,34.02,45.0,1307.0,283.0,967.0,254.0,2.75,178300.0,<1H OCEAN,-118.14_34.02,4164997626
-121.09,39.23,35.0,2637.0,511.0,1181.0,480.0,2.7813,109200.0,INLAND,-121.09_39.23,2274457510
-118.68,34.28,17.0,6488.0,1102.0,3199.0,1070.0,5.0962,238000.0,<1H OCEAN,-118.68_34.28,3888527627
-119.24,34.27,32.0,4071.0,888.0,1900.0,874.0,3.2792,220500.0,NEAR OCEAN,-119.24_34.27,3679529770
-118.35,34.06,48.0,1354.0,279.0,716.0,309.0,3.7167,385000.0,<1H OCEAN,-118.35_34.06,461314346
-121.42,37.71,7.0,8297.0,1433.0,4189.0,1271.0,4.3696,170700.0,INLAND,-121.42_37.71,1920651260
-116.87,33.93,32.0,3141.0,812.0,2589.0,721.0,1.4556,54600.0,INLAND,-116.87_33.93,4080817049
-119.43,36.59,15.0,1371.0,306.0,1266.0,309.0,1.767,63300.0,INLAND,-119.43_36.59,3664342888
-118.43,33.99,42.0,2558.0,558.0,1328.0,541.0,4.875,301300.0,<1H OCEAN,-118.43_33.99,2931866472
-118.11,33.82,37.0,1756.0,345.0,836.0,335.0,4.375,218200.0,<1H OCEAN,-118.11_33.82,4285943020
-118.61,34.2,16.0,1718.0,467.0,896.0,475.0,3.6296,160900.0,<1H OCEAN,-118.61_34.2,1450257880
-117.27,33.2,34.0,1852.0,322.0,978.0,332.0,4.3542,156900.0,<1H OCEAN,-117.27_33.2,2928751490
-118.26,34.16,19.0,2919.0,857.0,1866.0,811.0,3.1733,206300.0,<1H OCEAN,-118.26_34.16,4280693352
-120.94,35.42,18.0,3418.0,686.0,970.0,453.0,3.7738,279400.0,NEAR OCEAN,-120.94_35.42,2101366491
-118.34,33.87,28.0,4605.0,1188.0,2558.0,1093.0,3.6988,266600.0,<1H OCEAN,-118.34_33.87,2667679929
-118.12,33.86,44.0,2663.0,511.0,1277.0,462.0,4.3194,199500.0,<1H OCEAN,-118.12_33.86,3388183144
-121.41,36.84,23.0,1771.0,356.0,1105.0,338.0,3.7049,192200.0,INLAND,-121.41_36.84,215767620
