longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity,concatenated_position,position_hash
-118.28,34.17,22.0,2664.0,651.0,1553.0,629.0,3.6354,256300.0,<1H OCEAN,-118.28_34.17,3625875875
-118.3,34.09,40.0,3058.0,1215.0,3953.0,1223.0,1.8156,218800.0,<1H OCEAN,-118.3_34.09,2776632913
-121.92,36.55,52.0,2616.0,483.0,582.0,313.0,3.275,500001.0,NEAR OCEAN,-121.92_36.55,1687690195
-122.26,38.28,24.0,2831.0,502.0,1462.0,503.0,4.5,158300.0,NEAR BAY,-122.26_38.28,4154787292
-121.34,38.05,16.0,667.0,92.0,267.0,90.0,5.6147,244700.0,INLAND,-121.34_38.05,186691927
-121.51,38.55,46.0,1485.0,278.0,531.0,291.0,2.7885,137200.0,INLAND,-121.51_38.55,3791676210
-121.27,38.66,19.0,1891.0,266.0,678.0,255.0,6.1872,188700.0,INLAND,-121.27_38.66,959536488
-122.91,39.18,43.0,89.0,18.0,86.0,27.0,2.0208,72500.0,INLAND,-122.91_39.18,4244181922
-119.22,34.18,17.0,3332.0,762.0,1797.0,673.0,4.4292,231200.0,NEAR OCEAN,-119.22_34.18,51597378
-118.01,34.05,31.0,1135.0,355.0,1717.0,368.0,2.1602,161700.0,<1H OCEAN,-118.01_34.05,4172704608
-119.86,34.41,24.0,1576.0,580.0,1630.0,531.0,1.24,325000.0,NEAR OCEAN,-119.86_34.41,1647780984
-121.18,38.67,42.0,2101.0,480.0,945.0,426.0,2.3333,116000.0,INLAND,-121.18_38.67,921770740
-122.55,38.01,27.0,3966.0,577.0,1657.0,611.0,6.3314,342200.0,NEAR BAY,-122.55_38.01,2271399038
-119.17,34.25,15.0,1329.0,282.0,1001.0,284.0,3.65,189300.0,NEAR OCEAN,-119.17_34.25,2318948216
-118.31,33.98,44.0,222.0,54.0,234.0,77.0,5.1136,111700.0,<1H OCEAN,-118.31_33.98,1151177678
-123.22,40.16,27.0,1848.0,449.0,396.0,150.0,2.8472,41300.0,INLAND,-123.22_40.16,1462354122
-118.99,35.33,36.0,1590.0,367.0,1311.0,390.0,1.6786,52900.0,INLAND,-118.99_35.33,2934222783
-118.33,34.18,45.0,1552.0,315.0,785.0,316.0,3.7411,235500.0,<1H OCEAN,-118.33_34.18,2248945750
-118.97,35.4,34.0,1859.0,323.0,854.0,309.0,3.1906,76200.0,INLAND,-118.97_35.4,2663477550
-117.13,32.72,19.0,1341.0,435.0,1048.0,360.0,1.975,117900.0,NEAR OCEAN,-117.13_32.72,2798026210
-124.11,40.95,19.0,1734.0,365.0,866.0,342.0,2.96,81700.0,NEAR OCEAN,-124.11_40.95,1531059583
-118.36,33.88,33.0,2408.0,534.0,1644.0,523.0,4.2454,236800.0,<1H OCEAN,-118.36_33.88,2552339457
-122.04,37.37,42.0,1125.0,273.0,616.0,258.0,3.6765,252800.0,<1H OCEAN,-122.04_37.37,4091031310
-122.24,37.8,47.0,2046.0,588.0,1213.0,554.0,2.6292,182700.0,NEAR BAY,-122.24_37.8,1853488802
-118.41,33.92,32.0,2590.0,607.0,1132.0,555.0,4.2333,358000.0,<1H OCEAN,-118.41_33.92,2928505801
-119.02,36.07,39.0,1173.0,269.0,702.0,232.0,1.6146,53100.0,INLAND,-119.02_36.07,1654371172
-117.03,33.0,6.0,6139.0,793.0,2693.0,770.0,7.7569,387400.0,<1H OCEAN,-117.03_33.0,1284571537
-117.57,34.02,5.0,6933.0,1311.0,3845.0,1285.0,4.6727,158900.0,INLAND,-117.57_34.02,3169426960
-121.99,38.15,36.0,263.0,73.0,88.0,42.0,2.5313,162500.0,INLAND,-121.99_38.15,3794599198
-118.37,34.15,29.0,2630.0,617.0,1071.0,573.0,3.3669,376100.0,<1H OCEAN,-118.37_34.15,217213176
-122.01,37.91,21.0,10093.0,1269.0,3645.0,1219.0,7.6877,367700.0,NEAR BAY,-122.01_37.91,2993442070
-121.33,38.56,17.0,3608.0,682.0,1694.0,666.0,3.311,109400.0,INLAND,-121.33_38.56,720972326
-118.34,34.19,48.0,814.0,165.0,490.0,176.0,3.1406,223100.0,<1H OCEAN,-118.34_34.19,883703374
-117.33,34.17,13.0,3616.0,665.0,2189.0,620.0,3.7949,106300.0,INLAND,-117.33_34.17,3887625802
-118.6,34.21,21.0,9512.0,2560.0,7282.0,2387.0,2.8039,227500.0,<1H OCEAN,-118.6_34.21,3411397446
-120.45,34.97,10.0,1897.0,354.0,1353.0,357.0,3.7679,131300.0,<1H OCEAN,-120.45_34.97,1028308249
-118.22,33.96,35.0,1437.0,474.0,2113.0,484.0,2.6179,158800.0,<1H OCEAN,-118.22_33.96,1583850698
-118.19,34.67,8.0,11275.0,1822.0,5731.0,1692.0,5.0285,167900.0,INLAND,-118.19_34.67,3215450931
-122.58,38.58,32.0,2723.0,637.0,1549.0,556.0,2.3942,183100.0,INLAND,-122.58_38.58,3793674591
-118.12,33.94,31.0,2210.0,519.0,1047.0,472.0,3.3292,271300.0,<1H OCEAN,-118.12_33.94,1055310341
-122.18,38.17,7.0,4093.0,651.0,2228.0,646.0,5.2523,161300.0,NEAR BAY,-122.18_38.17,2458335024
-117.83,33.77,26.0,4931.0,853.0,2249.0,818.0,4.275,285400.0,<1H OCEAN,-117.83_33.77,1902114083
-122.29,37.86,50.0,2485.0,607.0,1354.0,563.0,1.9483,150500.0,NEAR BAY,-122.29_37.86,1155113198
-119.29,36.55,21.0,2467.0,520.0,1721.0,515.0,2.5521,65600.0,INLAND,-119.29_36.55,2982180234
-120.94,37.68,4.0,13315.0,2424.0,6420.0,2289.0,4.2471,162100.0,INLAND,-120.94_37.68,95030732
-122.76,38.35,30.0,2260.0,374.0,958.0,359.0,5.0323,222400.0,<1H OCEAN,-122.76_38.35,3639559748
-122.28,37.9,52.0,1369.0,249.0,490.0,248.0,4.1212,287500.0,NEAR BAY,-122.28_37.9,1857818191
-117.12,32.75,20.0,1406.0,413.0,850.0,412.0,2.3261,114600.0,NEAR OCEAN,-117.12_32.75,2664817653
-123.12,40.54,23.0,1091.0,217.0,539.0,201.0,1.8696,61500.0,INLAND,-123.12_40.54,1405379329
-118.31,33.91,36.0,961.0,173.0,625.0,179.0,4.2596,181100.0,<1H OCEAN,-118.31_33.91,1027681130
-117.57,33.88,35.0,1755.0,446.0,1453.0,428.0,2.316,119400.0,INLAND,-117.57_33.88,154322367
-120.05,36.97,20.0,2029.0,427.0,983.0,401.0,1.8444,47100.0,INLAND,-120.05_36.97,319388520
-118.18,34.03,44.0,1629.0,420.0,1893.0,387.0,2.2991,137500.0,<1H OCEAN,-118.18_34.03,1223133976
-121.18,38.78,13.0,3480.0,528.0,1432.0,532.0,6.1642,277800.0,INLAND,-121.18_38.78,3210032676
-121.9,38.02,5.0,1560.0,369.0,1037.0,372.0,3.6154,181800.0,INLAND,-121.9_38.02,2606774903
-118.13,33.91,35.0,561.0,104.0,261.0,105.0,4.9375,183800.0,<1H OCEAN,-118.13_33.91,3908779326
-118.41,34.28,32.0,2574.0,531.0,2609.0,472.0,3.7566,146700.0,<1H OCEAN,-118.41_34.28,813398949
-118.3,34.19,14.0,3615.0,913.0,1924.0,852.0,3.5083,280900.0,<1H OCEAN,-118.3_34.19,3164290832
-121.92,36.61,27.0,3044.0,661.0,1229.0,618.0,3.1359,268000.0,NEAR OCEAN,-121.92_36.61,1222151177
-118.16,34.02,47.0,1055.0,298.0,1303.0,302.0,2.6964,138800.0,<1H OCEAN,-118.16_34.02,1876934867
-118.01,34.14,23.0,3425.0,754.0,2202.0,729.0,3.52,187300.0,INLAND,-118.01_34.14,2527750839
-118.3,34.18,5.0,5492.0,1549.0,2997.0,1405.0,3.3205,172100.0,<1H OCEAN,-118.3_34.18,3416002438
-122.36,38.03,32.0,2159.0,393.0,981.0,369.0,4.3173,175400.0,NEAR BAY,-122.36_38.03,2666249800
-121.97,37.97,24.0,1330.0,183.0,656.0,205.0,5.0092,244100.0,INLAND,-121.97_37.97,3433528625
-122.1,37.65,25.0,2538.0,494.0,1185.0,501.0,4.5417,194400.0,NEAR BAY,-122.1_37.65,23030438
-119.75,36.75,50.0,1515.0,294.0,852.0,297.0,1.9955,54200.0,INLAND,-119.75_36.75,213283608
-117.78,33.68,11.0,1994.0,477.0,849.0,411.0,4.0187,235600.0,<1H OCEAN,-117.78_33.68,601661349
-122.87,38.62,52.0,1514.0,348.0,767.0,354.0,2.1903,160000.0,<1H OCEAN,-122.87_38.62,1152073402
-120.46,34.66,5.0,2904.0,702.0,1302.0,618.0,3.0081,135200.0,NEAR OCEAN,-120.46_34.66,4231891933
-122.13,38.02,52.0,2378.0,508.0,940.0,451.0,2.9583,166000.0,NEAR BAY,-122.13_38.02,4193363460
-118.05,34.06,32.0,2286.0,654.0,2991.0,655.0,2.1781,174500.0,<1H OCEAN,-118.05_34.06,2515541705
-122.05,38.25,39.0,199.0,36.0,101.0,38.0,6.2299,105400.0,INLAND,-122.05_38.25,4208551041
-122.25,37.46,33.0,6841.0,950.0,2681.0,980.0,7.1088,443300.0,NEAR OCEAN,-122.25_37.46,801932694
-122.43,37.75,52.0,2721.0,581.0,1043.0,519.0,3.7545,383700.0,NEAR BAY,-122.43_37.75,945273682
-117.38,33.97,29.0,1157.0,297.0,2027.0,253.0,1.6389,155000.0,INLAND,-117.38_33.97,2964426753
-122.44,37.73,52.0,866.0,205.0,587.0,171.0,5.0224,261900.0,NEAR BAY,-122.44_37.73,345186537
-117.27,32.82,42.0,2820.0,488.0,1175.0,500.0,4.5083,405200.0,NEAR OCEAN,-117.27_32.82,1537098461
-122.17,37.76,38.0,1764.0,397.0,987.0,354.0,2.4333,98200.0,NEAR BAY,-122.17_37.76,502382751
-121.62,39.79,11.0,3835.0,727.0,1456.0,658.0,2.5374,97200.0,INLAND,-121.62_39.79,3730519936
-120.55,41.61,22.0,9047.0,1831.0,4276.0,1622.0,2.0802,47900.0,INLAND,-120.55_41.61,451225695
-122.05,37.59,15.0,6243.0,1273.0,3163.0,1274.0,3.7462,212500.0,NEAR BAY,-122.05_37.59,3830296123
-117.93,34.04,30.0,1336.0,239.0,905.0,253.0,4.8854,178100.0,<1H OCEAN,-117.93_34.04,4134144633
-122.12,37.43,36.0,3212.0,553.0,1455.0,574.0,6.46,425500.0,NEAR BAY,-122.12_37.43,344868980
-122.52,37.89,17.0,4363.0,1041.0,1640.0,989.0,3.9531,417600.0,NEAR BAY,-122.52_37.89,3701792924
-118.34,33.95,33.0,1923.0,459.0,1412.0,361.0,5.4359,194100.0,<1H OCEAN,-118.34_33.95,1746190548
-119.79,36.82,23.0,4358.0,819.0,1852.0,802.0,3.4167,105200.0,INLAND,-119.79_36.82,3538587648
-118.4,34.06,47.0,3652.0,967.0,1438.0,887.0,3.6964,500001.0,<1H OCEAN,-118.4_34.06,4036504910
-117.05,32.74,34.0,2178.0,455.0,1193.0,446.0,3.1719,115300.0,NEAR OCEAN,-117.05_32.74,3772771699
-119.42,35.4,24.0,2585.0,480.0,1442.0,424.0,2.8452,104700.0,INLAND,-119.42_35.4,3097531678
-122.06,37.85,17.0,7475.0,1556.0,2092.0,1449.0,3.6437,186500.0,NEAR BAY,-122.06_37.85,1774028480
-117.24,32.85,18.0,3117.0,475.0,904.0,368.0,6.7587,388500.0,NEAR OCEAN,-117.24_32.85,4094873059
-117.8,33.68,8.0,2032.0,349.0,862.0,340.0,6.9133,274100.0,<1H OCEAN,-117.8_33.68,3300145875
-118.11,34.19,50.0,1430.0,186.0,620.0,201.0,9.532,483300.0,INLAND,-118.11_34.19,615585428
-122.26,37.84,42.0,2555.0,665.0,1206.0,595.0,2.0804,226700.0,NEAR BAY,-122.26_37.84,1553969451
-117.12,32.76,17.0,1559.0,462.0,821.0,428.0,2.0139,150000.0,NEAR OCEAN,-117.12_32.76,131904079
-117.69,33.51,4.0,1223.0,275.0,505.0,244.0,4.6607,173000.0,<1H OCEAN,-117.69_33.51,468746216
-117.62,34.15,16.0,13556.0,1704.0,5669.0,1668.0,6.5138,311500.0,INLAND,-117.62_34.15,3877704374
-118.49,34.16,37.0,3333.0,488.0,1171.0,485.0,6.4958,500001.0,<1H OCEAN,-118.49_34.16,3472968454
-118.3,33.74,20.0,2625.0,673.0,1184.0,606.0,3.9167,285200.0,NEAR OCEAN,-118.3_33.74,161995922
-117.14,34.75,33.0,552.0,120.0,347.0,97.0,1.8158,100000.0,INLAND,-117.14_34.75,3631122707
-119.79,34.44,25.0,1479.0,314.0,977.0,309.0,4.1797,271800.0,NEAR OCEAN,-119.79_34.44,1026929330
-120.69,35.25,15.0,4210.0,899.0,1933.0,867.0,2.794,262500.0,NEAR OCEAN,-120.69_35.25,227086226
-118.1,34.1,34.0,2578.0,645.0,1628.0,617.0,2.34,210900.0,<1H OCEAN,-118.1_34.1,3206470565
-122.41,37.74,52.0,2058.0,399.0,1208.0,399.0,3.6429,230000.0,NEAR BAY,-122.41_37.74,3637484269
-118.09,34.0,36.0,1722.0,353.0,1174.0,335.0,3.045,160600.0,<1H OCEAN,-118.09_34.0,939326371
-120.49,37.26,28.0,2159.0,416.0,1283.0,378.0,1.8939,83000.0,INLAND,-120.49_37.26,2091684318
-118.31,33.97,48.0,1541.0,314.0,819.0,312.0,3.0917,136100.0,<1H OCEAN,-118.31_33.97,3559034463
-118.35,34.15,35.0,2245.0,393.0,783.0,402.0,4.1544,500001.0,<1H OCEAN,-118.35_34.15,2607643089
-122.49,37.76,52.0,1792.0,305.0,782.0,287.0,4.0391,332700.0,NEAR BAY,-122.49_37.76,86947238
-117.66,35.63,33.0,2579.0,564.0,1155.0,431.0,2.0441,42100.0,INLAND,-117.66_35.63,233857586
-122.03,37.34,17.0,1165.0,278.0,598.0,287.0,4.0129,342400.0,<1H OCEAN,-122.03_37.34,2943762490
-121.87,37.27,18.0,3561.0,560.0,1753.0,553.0,5.0292,269400.0,<1H OCEAN,-121.87_37.27,3824788580
-118.32,34.02,52.0,2511.0,587.0,1660.0,546.0,2.6098,127100.0,<1H OCEAN,-118.32_34.02,3652576189
-117.87,33.7,21.0,3648.0,654.0,2266.0,628.0,5.0956,246000.0,<1H OCEAN,-117.87_33.7,2055968835
-120.08,34.59,24.0,1874.0,319.0,820.0,315.0,5.1909,390200.0,NEAR OCEAN,-120.08_34.59,2480582696
-122.4,37.73,50.0,1947.0,411.0,1170.0,384.0,3.4769,238700.0,NEAR BAY,-122.4_37.73,2736771445
-117.44,34.09,12.0,3598.0,828.0,2588.0,781.0,2.375,113800.0,INLAND,-117.44_34.09,3598278043
-121.27,38.13,52.0,1081.0,257.0,437.0,225.0,2.1979,114100.0,INLAND,-121.27_38.13,102383392
-116.93,32.85,15.0,3273.0,895.0,1872.0,842.0,2.5388,119000.0,<1H OCEAN,-116.93_32.85,2199749637
-118.4,34.21,30.0,2453.0,544.0,1753.0,506.0,2.9803,191500.0,<1H OCEAN,-118.4_34.21,1556798063
-118.39,34.19,23.0,1875.0,710.0,2555.0,657.0,2.0968,162500.0,<1H OCEAN,-118.39_34.19,1434148750
-121.46,39.4,17.0,3659.0,735.0,1970.0,667.0,2.425,96200.0,INLAND,-121.46_39.4,2059679607
-118.14,33.77,52.0,2208.0,409.0,791.0,408.0,5.8408,500000.0,NEAR OCEAN,-118.14_33.77,1522305803
-120.16,37.12,29.0,1995.0,392.0,1261.0,354.0,1.9073,79200.0,INLAND,-120.16_37.12,3997464713
-121.8,36.72,14.0,2493.0,407.0,1296.0,418.0,5.4508,190000.0,<1H OCEAN,-121.8_36.72,2458505271
-118.2,33.81,46.0,1388.0,254.0,742.0,241.0,4.6458,212100.0,NEAR OCEAN,-118.2_33.81,1478639462
-116.94,32.83,38.0,1701.0,317.0,872.0,304.0,3.7831,147800.0,<1H OCEAN,-116.94_32.83,2950242238
-118.32,33.87,28.0,3763.0,762.0,1967.0,724.0,5.3244,271900.0,<1H OCEAN,-118.32_33.87,4241597827
-117.11,32.75,46.0,695.0,182.0,601.0,195.0,2.4219,90600.0,NEAR OCEAN,-117.11_32.75,2940074344
-117.77,34.12,15.0,4260.0,770.0,2007.0,695.0,4.4609,230000.0,INLAND,-117.77_34.12,3889670188
-119.36,36.2,33.0,1955.0,398.0,1412.0,397.0,2.25,51500.0,INLAND,-119.36_36.2,229896938
-121.97,37.36,24.0,4841.0,894.0,2656.0,920.0,6.0573,254500.0,<1H OCEAN,-121.97_37.36,1095738669
-117.14,32.71,43.0,966.0,255.0,857.0,208.0,1.2841,72000.0,NEAR OCEAN,-117.14_32.71,4201124566
-118.28,33.75,41.0,1305.0,381.0,1384.0,369.0,2.45,186800.0,NEAR OCEAN,-118.28_33.75,4254959536
-121.9,36.6,39.0,1629.0,423.0,804.0,386.0,2.4663,236500.0,NEAR OCEAN,-121.9_36.6,3899604971
-119.88,34.44,27.0,4724.0,793.0,2394.0,738.0,5.5954,261400.0,NEAR OCEAN,-119.88_34.44,1113762730
-118.25,33.89,36.0,1527.0,309.0,1154.0,279.0,3.3095,105500.0,<1H OCEAN,-118.25_33.89,308590228
-121.77,38.69,47.0,1697.0,318.0,775.0,276.0,3.4559,123100.0,INLAND,-121.77_38.69,3782102685
-121.9,37.36,47.0,1007.0,245.0,581.0,240.0,2.9545,237500.0,<1H OCEAN,-121.9_37.36,4014194171
-117.32,34.11,41.0,1229.0,302.0,994.0,270.0,1.4891,67300.0,INLAND,-117.32_34.11,2829899979
-117.91,33.67,16.0,7961.0,2276.0,5014.0,2116.0,3.512,218400.0,<1H OCEAN,-117.91_33.67,863098325
-121.28,37.82,10.0,9205.0,1774.0,5935.0,1673.0,3.65,119400.0,INLAND,-121.28_37.82,250926144
-118.24,34.15,17.0,5282.0,1605.0,4116.0,1574.0,3.052,209800.0,<1H OCEAN,-118.24_34.15,4054872827
-118.02,33.93,35.0,2400.0,398.0,1218.0,408.0,4.1312,193800.0,<1H OCEAN,-118.02_33.93,1814583096
-117.09,32.79,20.0,2183.0,534.0,999.0,496.0,2.8631,169700.0,NEAR OCEAN,-117.09_32.79,1506737082
-120.14,34.59,24.0,1601.0,282.0,731.0,285.0,4.2026,259800.0,NEAR OCEAN,-120.14_34.59,2563824322
-121.0,39.26,14.0,810.0,151.0,302.0,138.0,3.1094,136100.0,INLAND,-121.0_39.26,2199895642
-122.45,37.77,52.0,3188.0,708.0,1526.0,664.0,3.3068,500001.0,NEAR BAY,-122.45_37.77,3045715780
-117.33,33.17,11.0,10923.0,2041.0,4773.0,1858.0,4.0791,281300.0,NEAR OCEAN,-117.33_33.17,2054115059
-122.03,36.96,28.0,1607.0,421.0,926.0,385.0,2.425,216100.0,NEAR OCEAN,-122.03_36.96,53194489
-118.19,33.91,33.0,915.0,225.0,826.0,212.0,2.7708,117400.0,<1H OCEAN,-118.19_33.91,1284203120
-122.44,37.79,52.0,1817.0,535.0,800.0,487.0,3.975,500001.0,NEAR BAY,-122.44_37.79,4098279927
-116.46,33.82,6.0,4863.0,920.0,3010.0,828.0,3.9508,104200.0,INLAND,-116.46_33.82,1828211893
-118.18,33.91,41.0,1260.0,299.0,1535.0,322.0,3.0134,128100.0,<1H OCEAN,-118.18_33.91,3942410692
-120.1,36.21,12.0,1462.0,356.0,1708.0,367.0,1.5086,64700.0,INLAND,-120.1_36.21,4094960728
-121.65,39.32,40.0,812.0,154.0,374.0,142.0,2.7891,73500.0,INLAND,-121.65_39.32,3896644994
-122.13,38.26,40.0,1538.0,255.0,669.0,263.0,3.3281,170200.0,NEAR BAY,-122.13_38.26,3433693343
-121.85,37.25,20.0,3773.0,624.0,1965.0,607.0,5.4939,241200.0,<1H OCEAN,-121.85_37.25,2590561377
-120.95,37.59,43.0,1561.0,354.0,862.0,332.0,1.8466,81500.0,INLAND,-120.95_37.59,4294403373
-117.28,34.15,38.0,1981.0,343.0,796.0,344.0,3.8125,97400.0,INLAND,-117.28_34.15,3340452610
-118.36,33.9,42.0,1935.0,388.0,1136.0,379.0,4.74,230000.0,<1H OCEAN,-118.36_33.9,2345795018
-122.35,37.93,41.0,268.0,75.0,198.0,82.0,3.2222,156300.0,NEAR BAY,-122.35_37.93,648155082
-122.02,37.36,24.0,1709.0,437.0,892.0,408.0,4.9671,335200.0,<1H OCEAN,-122.02_37.36,3876530850
-117.25,33.03,6.0,3416.0,493.0,1319.0,467.0,6.9326,324600.0,NEAR OCEAN,-117.25_33.03,3412299279
-117.99,33.93,36.0,1287.0,233.0,779.0,229.0,4.8523,175800.0,<1H OCEAN,-117.99_33.93,2154513252
-120.47,34.98,6.0,5762.0,1115.0,2551.0,919.0,3.0723,137300.0,<1H OCEAN,-120.47_34.98,980070817
-122.2,37.77,43.0,2430.0,502.0,1537.0,484.0,2.898,121400.0,NEAR BAY,-122.2_37.77,3349291094
-118.96,37.64,11.0,3934.0,697.0,901.0,345.0,4.2381,242700.0,INLAND,-118.96_37.64,297170491
-119.12,36.29,29.0,1638.0,323.0,942.0,322.0,2.1731,66200.0,INLAND,-119.12_36.29,2076179583
-121.85,38.43,2.0,790.0,135.0,235.0,87.0,5.0862,166500.0,INLAND,-121.85_38.43,2100479620
-116.8,33.52,3.0,830.0,145.0,272.0,104.0,3.8281,163500.0,INLAND,-116.8_33.52,406295629
-122.26,38.15,26.0,3699.0,671.0,2388.0,699.0,4.0515,121900.0,NEAR BAY,-122.26_38.15,2721655458
-121.03,37.67,24.0,2162.0,459.0,1468.0,441.0,3.1857,98300.0,INLAND,-121.03_37.67,2688507590
-122.01,37.83,30.0,3917.0,549.0,1330.0,544.0,6.5617,386600.0,NEAR BAY,-122.01_37.83,1165565307
-121.22,38.68,10.0,6262.0,1278.0,2954.0,1169.0,3.4506,139000.0,INLAND,-121.22_38.68,2360434632
-117.23,32.74,35.0,2615.0,525.0,1312.0,547.0,4.1339,238200.0,NEAR OCEAN,-117.23_32.74,3240812340
-118.22,33.94,38.0,788.0,224.0,1155.0,208.0,3.3542,153800.0,<1H OCEAN,-118.22_33.94,2959721958
-122.09,37.07,33.0,3581.0,734.0,1780.0,663.0,4.3429,214300.0,NEAR OCEAN,-122.09_37.07,3106020621
-120.02,39.24,22.0,2309.0,571.0,919.0,342.0,3.0057,93600.0,INLAND,-120.02_39.24,4096843201
-117.92,34.08,35.0,1860.0,323.0,1011.0,305.0,3.5536,207000.0,<1H OCEAN,-117.92_34.08,1504398822
-118.74,34.26,27.0,3467.0,545.0,1798.0,493.0,4.8717,204100.0,<1H OCEAN,-118.74_34.26,192184038
-117.68,34.09,22.0,1547.0,334.0,773.0,316.0,2.9812,148800.0,INLAND,-117.68_34.09,1409036434
-122.16,38.02,40.0,1800.0,290.0,761.0,277.0,5.1265,196100.0,NEAR BAY,-122.16_38.02,2882111907
-118.41,35.63,15.0,5907.0,1257.0,2310.0,1001.0,2.3125,96900.0,INLAND,-118.41_35.63,2071527500
-123.49,38.7,9.0,5409.0,1019.0,594.0,327.0,3.3125,295400.0,NEAR OCEAN,-123.49_38.7,1034917545
-118.35,33.98,47.0,2512.0,461.0,1082.0,426.0,3.8235,207600.0,<1H OCEAN,-118.35_33.98,2966599645
-120.12,38.12,37.0,3355.0,666.0,338.0,136.0,2.0625,88900.0,INLAND,-120.12_38.12,1114131660
-118.11,33.82,36.0,1999.0,390.0,887.0,379.0,3.8162,221900.0,<1H OCEAN,-118.11_33.82,4285943020
-117.78,33.51,44.0,1833.0,331.0,515.0,268.0,6.6178,500001.0,<1H OCEAN,-117.78_33.51,1898804418
-117.93,33.79,34.0,3592.0,616.0,2138.0,605.0,5.2129,193400.0,<1H OCEAN,-117.93_33.79,1515051194
-117.22,32.95,4.0,18123.0,3173.0,7301.0,2964.0,6.357,322500.0,NEAR OCEAN,-117.22_32.95,2396637592
-122.14,37.46,27.0,5580.0,2009.0,4165.0,1763.0,2.4375,189000.0,NEAR BAY,-122.14_37.46,120883649
-117.71,33.65,16.0,3774.0,456.0,1587.0,430.0,8.6088,307400.0,<1H OCEAN,-117.71_33.65,3371542219
-117.66,34.06,39.0,1405.0,339.0,1489.0,336.0,1.608,91800.0,INLAND,-117.66_34.06,2474399326
-120.65,35.27,27.0,2034.0,341.0,768.0,316.0,4.2411,258900.0,NEAR OCEAN,-120.65_35.27,606536906
-117.09,32.57,10.0,2198.0,368.0,1645.0,350.0,4.5547,160700.0,NEAR OCEAN,-117.09_32.57,2353050687
-118.04,34.09,32.0,1339.0,334.0,817.0,349.0,2.8333,186000.0,INLAND,-118.04_34.09,2738358508
-118.39,33.88,35.0,1267.0,216.0,521.0,191.0,6.0441,470000.0,<1H OCEAN,-118.39_33.88,1852435688
-117.78,34.06,25.0,1712.0,491.0,1807.0,478.0,2.2258,114800.0,INLAND,-117.78_34.06,266939805
-122.41,37.75,52.0,2515.0,576.0,1209.0,540.0,3.5912,284900.0,NEAR BAY,-122.41_37.75,2949163643
-118.2,33.77,22.0,1118.0,437.0,1190.0,399.0,1.9797,143800.0,NEAR OCEAN,-118.2_33.77,920225436
-121.92,37.26,33.0,1306.0,259.0,762.0,237.0,4.5208,230700.0,<1H OCEAN,-121.92_37.26,174898123
-121.67,37.13,19.0,3269.0,483.0,1383.0,452.0,5.6205,300800.0,<1H OCEAN,-121.67_37.13,3660784012
-117.02,32.95,25.0,1909.0,334.0,1043.0,322.0,3.7784,160100.0,<1H OCEAN,-117.02_32.95,3439120101
-118.1,34.09,46.0,2822.0,525.0,1434.0,520.0,3.8906,238300.0,<1H OCEAN,-118.1_34.09,840900472
-122.01,36.97,52.0,920.0,202.0,525.0,264.0,2.9444,232800.0,NEAR OCEAN,-122.01_36.97,3820195654
-117.72,34.1,52.0,2867.0,496.0,978.0,513.0,3.1477,291200.0,INLAND,-117.72_34.1,807586473
-118.09,34.11,45.0,1883.0,275.0,764.0,289.0,6.5078,414800.0,<1H OCEAN,-118.09_34.11,3576680543
-119.69,34.43,37.0,2801.0,497.0,1150.0,476.0,5.8311,387700.0,<1H OCEAN,-119.69_34.43,1878730639
-116.97,33.74,31.0,2712.0,628.0,1519.0,629.0,1.942,86200.0,INLAND,-116.97_33.74,1064430378
-121.32,37.94,36.0,40.0,10.0,64.0,14.0,2.625,55000.0,INLAND,-121.32_37.94,2522226660
-121.79,37.32,20.0,3034.0,451.0,1669.0,430.0,6.2742,241300.0,<1H OCEAN,-121.79_37.32,60229723
-118.17,33.77,45.0,2508.0,797.0,1340.0,720.0,2.6786,191100.0,NEAR OCEAN,-118.17_33.77,1800704406
-120.59,38.53,15.0,432.0,87.0,208.0,73.0,3.6125,100000.0,INLAND,-120.59_38.53,3612271454
-117.89,33.75,31.0,1205.0,280.0,1476.0,301.0,4.0231,139200.0,<1H OCEAN,-117.89_33.75,992070465
-122.0,37.99,28.0,4035.0,641.0,1881.0,659.0,5.4607,192300.0,INLAND,-122.0_37.99,688271862
-121.32,38.02,23.0,3251.0,689.0,1890.0,668.0,3.0729,104800.0,INLAND,-121.32_38.02,4136899022
-118.35,33.95,30.0,2661.0,765.0,2324.0,724.0,3.0519,137500.0,<1H OCEAN,-118.35_33.95,3462646624
-119.74,36.83,14.0,4675.0,829.0,2235.0,787.0,4.1098,108200.0,INLAND,-119.74_36.83,3292184918
-123.38,41.8,25.0,1941.0,477.0,1000.0,390.0,2.2976,54400.0,INLAND,-123.38_41.8,837641509
-122.34,37.95,44.0,1675.0,317.0,806.0,311.0,3.0694,135300.0,NEAR BAY,-122.34_37.95,1773576523
-119.2,34.25,18.0,3208.0,643.0,1973.0,614.0,3.8162,235000.0,NEAR OCEAN,-119.2_34.25,789331727
-121.0,39.16,10.0,1170.0,225.0,537.0,194.0,3.2813,163200.0,INLAND,-121.0_39.16,2821909913
-117.96,33.88,25.0,3578.0,461.0,1588.0,466.0,6.2556,341300.0,<1H OCEAN,-117.96_33.88,4176141124
